edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
80,40,up,58.8500,,1.6487,117.0340,0.1111,45
81,40,down,54.8130,61.0050,1.0988,115.8180,-0.1111,45
82,41,up,48.8220,24.0140,1.6487,98.8730,0.1111,49
83,41,down,23.8400,82.9920,1.0988,106.8320,-0.1111,50
84,42,up,48.8310,58.0130,1.6487,158.1280,0.1111,45
85,42,down,85.8450,,1.0976,130.8600,-0.1111,45
86,43,up,64.8620,19.9930,1.6487,165.8500,0.1111,46
87,43,down,65.9230,67.9510,1.0988,137.3580,-0.1111,49
88,44,up,61.8610,65.0060,1.6487,173.8870,0.1111,46
89,44,down,64.8750,62.0060,1.0973,126.8810,-0.1111,46
90,45,up,43.8910,41.1750,1.6487,145.8910,0.1111,38
91,45,down,45.8930,56.9990,3.2964,202.8890,-0.1111,45
92,46,up,34.8950,50.0130,1.6487,153.9390,0.1111,52
93,46,down,97.8990,,1.0976,144.9260,-0.1111,43
94,47,up,91.9200,,1.6487,156.9170,0.1111,36
95,47,down,22.9200,54.0070,2.7475,140.9010,-0.1111,40
96,48,up,62.9210,,1.6487,118.3710,0.1111,40
97,48,down,85.9430,16.9930,2.7475,226.9780,-0.1111,44
98,49,up,72.9450,31.0020,1.6487,164.9570,0.1111,46
99,49,down,94.9590,3.9660,2.1946,,5.1111,69
