edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
48,24,up,65.2310,81.9720,1.6487,204.2110,0.1667,40
49,24,down,89.1770,,1.0976,147.2060,-0.1111,49
50,25,up,74.1980,,1.6487,132.2010,0.1111,49
51,25,down,95.2080,,1.0979,131.2040,-0.1111,53
52,26,up,91.1930,,2.1993,199.1890,0.1111,52
53,26,down,86.2000,,1.0979,127.4240,-0.1111,59
54,27,up,55.1860,54.0050,1.6487,113.1940,0.1667,49
55,27,down,89.1720,,3.2934,214.1950,-0.1111,55
56,28,up,93.1880,,1.6487,144.1970,0.1667,59
57,28,down,34.2090,48.9930,1.6469,144.1920,-0.1111,53
58,29,up,103.1830,,1.6464,148.2610,0.1111,44
59,29,down,35.1920,39.0090,3.2919,206.1950,-0.1111,50
60,30,up,24.1900,38.0050,1.6487,168.1620,0.1111,52
61,30,down,78.1710,60.1400,1.0973,138.3110,-0.1111,53
62,31,up,58.1910,39.1040,1.6487,152.2040,0.1111,55
63,31,down,45.1860,53.0120,1.0988,156.1980,-0.1111,49
64,32,up,76.2090,9.2180,1.6487,143.1960,0.1111,46
65,32,down,26.1790,49.9940,1.0988,124.2320,-0.1111,54
66,33,up,24.1800,50.0060,1.6487,118.2170,0.1667,53
67,33,down,94.1850,,1.0976,156.1980,-0.1111,48
68,34,up,55.2900,40.8950,1.6487,157.2190,0.1111,52
69,34,down,94.1820,,1.0976,139.1760,-0.1111,51
70,35,up,32.1630,50.0240,1.6487,144.1790,0.1111,49
71,35,down,65.1860,,1.0988,119.1830,-0.1111,53
72,36,up,66.1930,,1.6487,124.1830,0.1111,54
73,36,down,94.1950,2.9680,1.0979,155.1790,-0.1111,48
74,37,up,87.1740,,1.6487,179.1600,0.1111,58
75,37,down,58.3810,,3.2934,178.1600,-0.1111,48
76,38,up,77.1650,,1.6487,135.1750,0.1111,46
77,38,down,46.1850,69.9880,1.0973,174.1790,-0.1111,54
78,39,up,72.1770,,1.6487,168.1700,0.1111,50
79,39,down,93.3350,,1.0988,135.1690,-0.1111,50
80,40,up,74.1660,2.9960,1.6487,162.1600,0.1111,48
81,40,down,89.4880,,1.0988,143.1730,-0.1111,51
82,41,up,45.1670,58.0120,1.6487,163.1760,0.1111,48
83,41,down,103.1710,,2.7437,194.1880,-0.1111,51
84,42,up,22.1690,71.9930,1.6487,149.1490,0.1111,42
85,42,down,25.1620,81.0190,2.1976,148.1420,-0.1111,53
86,43,up,32.1710,43.9800,1.6487,127.7270,0.1111,48
87,43,down,27.1540,56.0110,2.7475,151.1630,-0.1111,46
88,44,up,86.1680,,2.1976,193.1610,0.1111,44
89,44,down,48.1390,58.0100,1.6487,116.1600,-0.1111,44
90,45,up,98.1510,,1.6487,134.1510,0.1111,48
91,45,down,73.1650,54.9960,1.0988,128.1610,-0.1111,42
92,46,up,95.1580,,1.6487,154.1560,0.1111,46
93,46,down,56.1470,72.9940,1.0988,136.1750,-0.1111,49
94,47,up,49.1550,34.9900,1.6487,123.1830,0.1111,51
95,47,down,84.1500,,1.0976,145.1530,-0.1111,44
96,48,up,32.1460,62.9960,1.6487,143.1420,0.1111,40
97,48,down,55.1600,10.9840,1.0988,110.1390,-0.1111,47
98,49,up,85.1350,,1.6487,143.1390,0.1111,46
99,49,down,85.1810,,2.7475,,5.1111,65
