edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
86,43,up,42.8140,61.8590,1.0998,113.6920,0.0556,37
87,43,down,116.7200,,3.3146,228.6590,-0.1111,42
88,44,up,115.6800,,1.0988,174.6960,0.1111,37
89,44,down,99.6660,,2.2057,208.6910,-0.1111,47
90,45,up,52.6970,61.0050,1.6469,122.8030,0.0556,50
91,45,down,54.7290,47.9790,2.2097,360.7370,-0.1667,49
92,46,up,32.7290,70.9810,1.6427,124.7140,0.0556,45
93,46,down,32.7150,54.0780,3.3146,196.7140,-0.0556,46
94,47,up,94.7340,,2.2006,157.9580,0.0556,51
95,47,down,56.7330,58.0080,1.6578,114.7410,-0.1111,44
96,48,up,104.7440,,1.6487,158.6500,0.0556,46
97,48,down,44.7450,62.3290,2.7626,155.7550,-0.1111,51
98,49,up,98.7270,,1.0988,151.7630,0.0556,43
99,49,down,42.7520,44.0230,1.6547,,5.1111,71
