edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
79,39,down,34.8710,66.9880,0.5505,164.9050,0.0000,51
80,40,up,95.7990,,1.1110,145.8070,0.1111,38
81,40,down,75.8140,,1.1018,125.8400,-0.0556,51
82,41,up,51.8150,52.0060,0.0000,159.8600,-0.0556,47
83,41,down,37.9380,35.9060,-0.0000,152.8890,0.0556,52
84,42,up,116.8330,,1.1160,150.8410,-0.0556,40
85,42,down,75.8360,11.0110,1.1141,124.9020,-0.1111,46
86,43,up,44.8530,51.0040,0.5504,112.8630,0.0000,44
87,43,down,96.8480,,1.1147,144.8520,-0.0556,49
88,44,up,68.8720,24.0100,0.5505,123.8710,0.0000,48
89,44,down,46.0420,70.2880,0.5552,163.8720,0.0556,54
90,45,up,56.8710,17.0020,1.6716,145.8760,0.1111,49
91,45,down,57.8740,7.0240,1.1018,122.9040,-0.0556,46
92,46,up,83.8930,,0.0000,138.8760,0.0000,47
93,46,down,65.9010,55.0100,1.1157,127.8350,-0.0556,46
94,47,up,54.9000,50.9970,-0.5539,164.9050,-0.0556,53
95,47,down,24.9060,44.0080,-0.0000,147.9110,0.0556,50
96,48,up,97.2260,,0.0000,158.2080,0.0000,40
97,48,down,33.9320,54.5840,-0.0000,153.9410,0.0556,41
98,49,up,53.9350,19.9970,1.6716,145.9330,0.1111,44
99,49,down,85.9380,,1.0988,,5.0556,59
