servo_idx,phase,direction,step_idx,cmd_target,fb_post
1,neg_return,neg,5,-30.0,-30.00154444444445
1,neg_return,neg,6,-25.0,-24.888900000000003
1,neg_return,neg,7,-20.0,-19.950255263157896
1,neg_return,neg,8,-15.0,-14.8889
1,neg_return,neg,9,-10.0,-10.045490909090908
1,neg_return,neg,10,-5.0,-4.911364285714287
1,neg_return,neg,11,-0.0,0.1111
2,pos_climb,pos,0,5.0,5.093657142857142
2,pos_climb,pos,1,10.0,10.057450000000005
2,pos_climb,pos,2,15.0,15.0
2,pos_climb,pos,3,20.0,20.0
2,pos_climb,pos,4,25.0,24.986521212121207
2,pos_climb,pos,5,30.0,30.111099999999997
2,pos_climb,pos,6,35.0,34.685199999999995
2,pos_climb,pos,7,40.0,38.944400000000016
2,pos_climb,pos,8,45.0,38.73396666666667
2,pos_climb,pos,9,50.0,36.314221875
2,pos_climb,pos,10,55.0,36.22388484848485
2,pos_climb,pos,11,60.0,36.25120869565217
2,pos_return,pos,0,55.0,38.97978181818181
2,pos_return,pos,1,50.0,38.180195121951215
2,pos_return,pos,2,45.0,36.288893333333334
2,pos_return,pos,3,40.0,36.23722702702702
2,pos_return,pos,4,35.0,34.944400000000016
2,pos_return,pos,5,30.0,29.8333
2,pos_return,pos,6,25.0,24.907851219512192
2,pos_return,pos,7,20.0,19.885808333333337
2,pos_return,pos,8,15.0,14.907400000000003
2,pos_return,pos,9,10.0,10.0017375
2,pos_return,pos,10,5.0,4.879883783783785
2,pos_return,pos,11,0.0,-0.16669999999999993
2,neg_climb,neg,0,-5.0,-5.0
2,neg_climb,neg,1,-10.0,-10.0
2,neg_climb,neg,2,-15.0,-15.1006027027027
2,neg_climb,neg,3,-20.0,-20.1097125
2,neg_climb,neg,4,-25.0,-25.15716857142857
2,neg_climb,neg,5,-30.0,-30.0556
2,neg_climb,neg,6,-35.0,-35.11245609756098
2,neg_climb,neg,7,-40.0,-40.11110000000001
2,neg_climb,neg,8,-45.0,-45.16008095238095
2,neg_climb,neg,9,-50.0,-49.994440000000004
2,neg_climb,neg,10,-55.0,-54.802628947368426
2,neg_climb,neg,11,-60.0,-54.7893625
2,neg_return,neg,0,-55.0,-54.79033225806453
2,neg_return,neg,1,-50.0,-49.96293333333334
2,neg_return,neg,2,-45.0,-44.944400000000016
2,neg_return,neg,3,-40.0,-39.88195
2,neg_return,neg,4,-35.0,-34.89044166666666
2,neg_return,neg,5,-30.0,-29.88095714285714
2,neg_return,neg,6,-25.0,-24.88597368421053
2,neg_return,neg,7,-20.0,-19.90597692307692
2,neg_return,neg,8,-15.0,-14.8934
2,neg_return,neg,9,-10.0,-10.052012903225812
2,neg_return,neg,10,-5.0,-5.007315789473684
2,neg_return,neg,11,-0.0,-0.055600000000000004
3,pos_climb,pos,0,5.0,4.99808275862069
3,pos_climb,pos,1,10.0,10.08335
3,pos_climb,pos,2,15.0,15.093340000000001
3,pos_climb,pos,3,20.0,19.96054516129032
3,pos_climb,pos,4,25.0,25.024093333333337
3,pos_climb,pos,5,30.0,29.998411428571426
3,pos_climb,pos,6,35.0,35.06947499999999
3,pos_climb,pos,7,40.0,40.107400000000005
3,pos_climb,pos,8,45.0,44.80823548387097
3,pos_climb,pos,9,50.0,49.0033696969697
3,pos_climb,pos,10,55.0,49.88195
3,pos_climb,pos,11,60.0,48.696175
3,pos_return,pos,0,55.0,46.446385714285725
3,pos_return,pos,1,50.0,46.444400000000016
3,pos_return,pos,2,45.0,44.8333
3,pos_return,pos,3,40.0,39.83330294117647
3,pos_return,pos,4,35.0,35.05559722222221
3,pos_return,pos,5,30.0,29.944400000000005
3,pos_return,pos,6,25.0,24.884623076923074
3,pos_return,pos,7,20.0,19.8333
3,pos_return,pos,8,15.0,14.850674999999999
3,pos_return,pos,9,10.0,9.902351515151516
3,pos_return,pos,10,5.0,4.990733333333334
3,pos_return,pos,11,0.0,-0.10000000000000002
3,neg_climb,neg,0,-5.0,-5.166699999999999
3,neg_climb,neg,1,-10.0,-10.131115999999999
3,neg_climb,neg,2,-15.0,-14.949783870967737
3,neg_climb,neg,3,-20.0,-20.023006896551724
3,neg_climb,neg,4,-25.0,-25.014826666666668
3,neg_climb,neg,5,-30.0,-30.1111
3,neg_climb,neg,6,-35.0,-35.142606666666666
3,neg_climb,neg,7,-40.0,-40.14115405405406
3,neg_climb,neg,8,-45.0,-45.09856774193549
3,neg_climb,neg,9,-50.0,-49.83330625
3,neg_climb,neg,10,-55.0,-55.0
3,neg_climb,neg,11,-60.0,-55.0
3,neg_return,neg,0,-55.0,-55.0
3,neg_return,neg,1,-50.0,-49.855887499999994
3,neg_return,neg,2,-45.0,-44.88709999999998
3,neg_return,neg,3,-40.0,-39.89444999999999
3,neg_return,neg,4,-35.0,-34.91665000000001
3,neg_return,neg,5,-30.0,-29.894103125
3,neg_return,neg,6,-25.0,-24.8889
3,neg_return,neg,7,-20.0,-19.890882142857144
3,neg_return,neg,8,-15.0,-15.014414814814815
3,neg_return,neg,9,-10.0,-9.941036363636362
3,neg_return,neg,10,-5.0,-4.8889000000000005
3,neg_return,neg,11,-0.0,0.1111
