edge_idx,cycle_idx,direction,delay_ms,tau_ms,overshoot_pct,settling_ms,final_err_deg,samples
31,15,down,52.8180,46.0100,1.0988,167.8160,-0.0556,48
32,16,up,97.8200,7.0070,1.6578,165.8360,0.1111,42
33,16,down,54.8400,59.0040,0.5499,117.1450,-0.0556,39
34,17,up,28.8230,64.0660,1.6591,153.8430,0.1111,47
35,17,down,31.8770,61.9930,1.0988,154.8630,-0.0556,49
36,18,up,32.8890,71.9670,1.1049,172.8650,0.1111,45
37,18,down,23.8700,52.0130,1.0988,123.8710,-0.0556,48
38,19,up,44.8730,73.0500,1.6578,161.8960,0.1111,41
39,19,down,74.9930,,1.0988,132.8910,-0.0556,46
40,20,up,58.9330,25.9550,1.6547,134.8950,0.1111,42
41,20,down,77.8850,58.9910,0.5499,200.9250,0.0000,47
42,21,up,51.9150,61.0030,1.1066,112.9180,0.1111,41
43,21,down,97.9050,,0.5499,149.9180,0.0000,42
44,22,up,72.9060,,1.6670,119.9070,0.1111,44
45,22,down,69.8920,48.0000,1.0988,121.9310,-0.0556,41
46,23,up,83.9320,,1.1059,135.9540,0.1111,42
47,23,down,74.9330,17.0120,1.0988,132.9300,-0.0556,47
48,24,up,64.9460,,1.6532,113.9620,0.1111,50
49,24,down,42.9560,74.1940,0.5499,168.9340,-0.0556,47
50,25,up,61.9540,54.6060,1.1049,116.5600,0.1111,41
51,25,down,85.9630,,1.0988,142.9790,-0.0556,55
52,26,up,104.9740,,1.6547,155.9710,0.1111,41
53,26,down,60.9870,51.9860,1.0988,112.9730,-0.1111,39
54,27,up,36.9860,47.9960,1.6532,146.0210,0.1111,51
55,27,down,61.9830,3.9400,1.0988,152.0040,-0.0556,44
56,28,up,81.9980,,1.6578,157.3220,0.1111,42
57,28,down,65.0270,2.9760,1.0988,159.0020,-0.1111,45
58,29,up,72.0090,,1.1028,163.0510,0.1111,44
59,29,down,31.0240,53.9960,1.0988,133.0150,-0.1111,49
60,30,up,62.0350,70.9830,1.6532,141.0240,0.1111,41
61,30,down,77.0020,,0.5499,132.0230,0.0000,46
62,31,up,74.3080,,1.1110,128.0930,0.1111,29
63,31,down,61.0560,75.6080,1.0988,142.0500,-0.0556,45
64,32,up,54.0390,59.0120,1.6555,119.0410,0.1111,51
65,32,down,61.0420,45.2430,0.5499,163.0620,0.0000,42
66,33,up,81.0450,24.0200,1.1095,165.0520,0.1111,36
67,33,down,64.0810,7.0020,1.0988,122.0880,-0.0556,43
68,34,up,93.0700,,1.6560,155.0830,0.1111,38
69,34,down,34.0820,51.0080,0.5499,133.0950,0.0000,39
70,35,up,73.0910,51.0110,1.1079,134.0990,0.1111,44
71,35,down,92.1170,,0.5499,136.1110,-0.0556,42
72,36,up,65.1010,,1.1049,123.1530,0.1111,41
73,36,down,65.1090,41.1970,1.0988,163.1240,-0.1111,49
74,37,up,52.1260,60.9970,1.1018,174.1970,0.1111,38
75,37,down,35.1510,40.9800,0.5499,124.2040,-0.0556,41
76,38,up,52.1220,46.9730,1.1049,176.1490,0.1111,43
77,38,down,64.1270,23.0200,1.0988,154.1830,-0.0556,46
78,39,up,77.3910,3.7460,1.1049,132.2420,0.1111,45
79,39,down,43.2060,78.9560,1.6487,134.1610,-0.1667,40
80,40,up,28.2120,44.9930,1.0948,118.1520,0.1111,42
81,40,down,95.4670,,1.0988,138.1880,-0.0556,47
82,41,up,54.1590,22.0380,1.6578,146.1770,0.1111,40
83,41,down,59.3480,54.8350,0.5499,114.1830,0.0000,40
84,42,up,82.2080,,1.6639,136.1890,0.1111,34
85,42,down,62.2030,53.0170,0.5499,115.2200,0.0000,41
86,43,up,55.2240,30.9820,1.1095,243.2320,0.1111,39
87,43,down,105.1970,,0.5499,163.2890,-0.0556,39
88,44,up,52.2350,71.9840,1.1085,144.2060,0.1111,42
89,44,down,58.2050,47.0350,1.0988,122.2510,-0.0556,41
90,45,up,32.2320,45.5550,1.6547,165.2580,0.1111,41
91,45,down,61.2610,47.9600,1.0988,158.0290,-0.0556,43
92,46,up,114.2290,,1.6578,175.2380,0.1111,34
93,46,down,76.6490,6.5850,1.0988,142.2460,-0.0556,44
94,47,up,95.3080,,1.6509,153.2450,0.1111,38
95,47,down,46.2600,37.9860,1.0988,146.2490,-0.0556,41
96,48,up,62.2650,55.9840,1.1049,125.2680,0.1111,43
97,48,down,72.2880,,0.5499,136.2690,-0.0556,34
98,49,up,52.2880,54.9940,1.1049,114.2720,0.1111,42
99,49,down,67.3010,,1.0988,,5.0556,56
