t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
19.433593,67080758625,nan,nan,0.0024,nan,nan,nan,119.54,1.76,0x0025
19.937957,67081259673,nan,nan,0.0022,nan,nan,nan,122.95,1.77,0x0025
20.438044,67081760304,nan,nan,0.0017,nan,nan,nan,126.60,1.78,0x0025
20.930279,67082259113,nan,nan,0.0014,nan,nan,nan,130.11,1.78,0x0025
21.430685,67082758730,nan,nan,0.0018,nan,nan,nan,134.02,1.77,0x0025
21.941162,67083254279,nan,nan,0.0025,nan,nan,nan,137.69,1.77,0x0025
22.436280,67083757387,nan,nan,0.0025,nan,nan,nan,141.53,1.79,0x0025
22.931928,67084257312,nan,nan,0.0023,nan,nan,nan,145.57,1.81,0x0025
23.431222,67084757945,nan,nan,0.0026,nan,nan,nan,149.27,1.80,0x0025
23.932428,67085254657,nan,nan,0.0027,nan,nan,nan,152.86,1.82,0x0025
24.438769,67085759729,nan,nan,0.0033,nan,nan,nan,156.82,1.84,0x0025
24.937504,67086259999,nan,nan,0.0038,nan,nan,nan,160.92,1.85,0x0025
25.430044,67086752614,nan,nan,0.0040,nan,nan,nan,163.02,1.86,0x0025
25.936669,67087258106,nan,nan,0.0033,nan,nan,nan,166.48,1.85,0x0025
26.431991,67087758778,nan,nan,0.0040,nan,nan,nan,169.48,1.86,0x0025
26.937639,67088257207,nan,nan,0.0043,nan,nan,nan,172.85,1.86,0x0025
27.431020,67088759157,nan,nan,0.0042,nan,nan,nan,175.06,1.84,0x0025
27.933094,67089258983,nan,nan,0.0038,nan,nan,nan,177.29,1.83,0x0025
28.439221,67089758348,nan,nan,0.0040,nan,nan,nan,179.73,1.82,0x0025
28.938171,67090254948,nan,nan,0.0040,nan,nan,nan,182.54,1.81,0x0025
29.432126,67090758351,nan,nan,0.0039,nan,nan,nan,187.01,1.78,0x0025
29.930028,67091255928,nan,nan,0.0039,nan,nan,nan,190.99,1.77,0x0025
30.434892,67091756706,nan,nan,0.0041,nan,nan,nan,193.99,1.77,0x0025
30.930016,67092256428,nan,nan,0.0040,nan,nan,nan,196.56,1.78,0x0025
31.437711,67092757209,nan,nan,0.0037,nan,nan,nan,199.15,1.75,0x0025
31.936508,67093256073,nan,nan,0.0034,nan,nan,nan,201.75,1.75,0x0025
32.436925,67093758806,nan,nan,0.0035,nan,nan,nan,205.14,1.77,0x0025
32.936249,67094260533,nan,nan,0.0035,nan,nan,nan,208.01,1.77,0x0025
33.398271,67094757390,nan,nan,0.0036,nan,nan,nan,210.72,1.73,0x0025
33.936082,67095256446,nan,nan,0.0035,nan,nan,nan,213.72,1.72,0x0025
34.439038,67095757708,nan,nan,0.0035,nan,nan,nan,216.63,1.70,0x0025
34.930838,67096259731,nan,nan,0.0031,nan,nan,nan,220.06,1.67,0x0025
35.439053,67096759780,nan,nan,0.0027,nan,nan,nan,223.39,1.65,0x0025
35.935499,67097250805,nan,nan,0.0026,nan,nan,nan,226.73,1.64,0x0025
36.404473,67097756015,nan,nan,0.0024,nan,nan,nan,230.35,1.63,0x0025
36.932288,67098250299,nan,nan,0.0025,nan,nan,nan,234.05,1.63,0x0025
37.404500,67098754182,nan,nan,0.0020,nan,nan,nan,237.62,1.61,0x0025
37.931196,67099255515,nan,nan,0.0021,nan,nan,nan,241.48,1.63,0x0025
38.415092,67099760182,nan,nan,0.0019,nan,nan,nan,245.23,1.65,0x0025
38.937084,67100259378,nan,nan,0.0017,nan,nan,nan,248.77,1.67,0x0025
39.417573,67100761203,nan,nan,0.0027,nan,nan,nan,253.74,1.67,0x0025
39.932844,67101258159,nan,nan,0.0019,nan,nan,nan,258.40,1.69,0x0025
40.423207,67101757498,nan,nan,0.0014,nan,nan,nan,261.68,1.70,0x0025
40.938738,67102259039,nan,nan,0.0016,nan,nan,nan,264.92,1.72,0x0025
41.430627,67102757698,nan,nan,0.0012,nan,nan,nan,267.96,1.70,0x0025
41.936892,67103259353,nan,nan,0.0013,nan,nan,nan,271.22,1.72,0x0025
42.431971,67103749977,nan,nan,0.0010,nan,nan,nan,274.32,1.72,0x0025
42.931188,67104258866,nan,nan,0.0011,nan,nan,nan,277.61,1.72,0x0025
43.436963,67104759181,nan,nan,0.0016,nan,nan,nan,280.74,1.71,0x0025
43.938668,67105257257,nan,nan,0.0020,nan,nan,nan,284.07,1.71,0x0025
44.436825,67105756359,nan,nan,0.0020,nan,nan,nan,287.60,1.72,0x0025
44.938205,67106256816,nan,nan,0.0023,nan,nan,nan,291.00,1.72,0x0025
45.429759,67106759844,nan,nan,0.0020,nan,nan,nan,294.54,1.70,0x0025
45.934914,67107257832,nan,nan,0.0022,nan,nan,nan,298.01,1.71,0x0025
46.438842,67107759857,nan,nan,0.0020,nan,nan,nan,301.71,1.71,0x0025
46.930382,67108249817,nan,nan,0.0018,nan,nan,nan,305.39,1.72,0x0025
47.437423,67108758662,nan,nan,0.0015,nan,nan,nan,309.26,1.70,0x0025
47.931145,67109253242,nan,nan,0.0015,nan,nan,nan,312.99,1.70,0x0025
48.430967,67109752168,nan,nan,0.0016,nan,nan,nan,316.97,1.71,0x0025
48.931129,67110260525,nan,nan,0.0018,nan,nan,nan,321.07,1.69,0x0025
49.438352,67110759216,nan,nan,0.0017,nan,nan,nan,325.18,1.69,0x0025
49.931192,67111258357,nan,nan,0.0022,nan,nan,nan,329.31,1.70,0x0025
50.433660,67111754735,nan,nan,0.0019,nan,nan,nan,333.45,1.69,0x0025
50.937797,67112259947,nan,nan,0.0015,nan,nan,nan,338.10,1.70,0x0025
51.433308,67112758350,nan,nan,0.0016,nan,nan,nan,342.42,1.70,0x0025
51.937242,67113257138,nan,nan,0.0016,nan,nan,nan,346.98,1.69,0x0025
52.439864,67113759828,nan,nan,0.0014,nan,nan,nan,351.97,1.70,0x0025
52.937824,67114259527,nan,nan,0.0017,nan,nan,nan,356.70,1.71,0x0025
53.432838,67114757954,nan,nan,0.0018,nan,nan,nan,361.42,1.69,0x0025
53.930522,67115256746,nan,nan,0.0014,nan,nan,nan,366.27,1.70,0x0025
54.436760,67115758507,nan,nan,0.0013,nan,nan,nan,371.50,1.71,0x0025
54.936122,67116258896,nan,nan,0.0017,nan,nan,nan,376.42,1.70,0x0025
55.430643,67116753049,nan,nan,0.0017,nan,nan,nan,381.43,1.70,0x0025
55.936791,67117257789,nan,nan,0.0018,nan,nan,nan,386.49,1.71,0x0025
56.430446,67117755401,nan,nan,0.0020,nan,nan,nan,391.79,1.71,0x0025
56.937098,67118258815,nan,nan,0.0018,nan,nan,nan,397.16,1.72,0x0025
57.438092,67118753802,nan,nan,0.0016,nan,nan,nan,402.35,1.70,0x0025
57.937599,67119255687,nan,nan,0.0014,nan,nan,nan,407.68,1.71,0x0025
58.435519,67119756662,nan,nan,0.0011,nan,nan,nan,413.04,1.71,0x0025
58.930508,67120258844,nan,nan,0.0008,nan,nan,nan,418.77,1.70,0x0025
59.430681,67120757577,nan,nan,0.0004,nan,nan,nan,424.42,1.71,0x0025
59.930910,67121259063,nan,nan,0.0005,nan,nan,nan,430.15,1.72,0x0025
60.436555,67121759574,nan,nan,0.0006,nan,nan,nan,435.82,1.73,0x0025
60.932097,67122258669,nan,nan,0.0005,nan,nan,nan,441.55,1.73,0x0025
61.430794,67122758850,nan,nan,0.0000,nan,nan,nan,447.79,1.72,0x0025
61.930445,67123258905,nan,nan,0.0001,nan,nan,nan,453.47,1.72,0x0025
62.438840,67123757970,nan,nan,0.0005,nan,nan,nan,459.55,1.73,0x0025
62.938062,67124259945,nan,nan,0.0005,nan,nan,nan,465.72,1.71,0x0025
63.436971,67124757005,nan,nan,0.0005,nan,nan,nan,471.78,1.72,0x0025
63.937918,67125258439,nan,nan,0.0006,nan,nan,nan,478.05,1.73,0x0025
64.439845,67125761906,nan,nan,0.0006,nan,nan,nan,484.23,1.74,0x0025
64.936518,67126260685,nan,nan,0.0011,nan,nan,nan,490.61,1.72,0x0025
65.431106,67126752006,nan,nan,0.0013,nan,nan,nan,496.52,1.74,0x0025
65.936895,67127256196,nan,nan,0.0014,nan,nan,nan,503.05,1.73,0x0025
66.430988,67127758226,nan,nan,0.0012,nan,nan,nan,509.47,1.74,0x0025
66.932972,67128258111,nan,nan,0.0012,nan,nan,nan,516.08,1.75,0x0025
67.430692,67128758083,nan,nan,0.0015,nan,nan,nan,522.66,1.73,0x0025
67.930533,67129258528,nan,nan,0.0020,nan,nan,nan,528.95,1.73,0x0025
68.437035,67129754398,nan,nan,0.0022,nan,nan,nan,535.79,1.74,0x0025
68.930310,67130260481,nan,nan,0.0026,nan,nan,nan,542.44,1.75,0x0025
69.437656,67130756856,nan,nan,0.0028,nan,nan,nan,549.23,1.73,0x0025
69.936311,67131261443,nan,nan,0.0034,nan,nan,nan,556.07,1.74,0x0025
70.439122,67131756919,nan,nan,0.0036,nan,nan,nan,562.88,1.74,0x0025
70.936487,67132258235,nan,nan,0.0037,nan,nan,nan,569.86,1.73,0x0025
71.432069,67132757928,nan,nan,0.0035,nan,nan,nan,576.53,1.73,0x0025
71.929996,67133255557,nan,nan,0.0036,nan,nan,nan,583.50,1.73,0x0025
72.430932,67133757802,nan,nan,0.0039,nan,nan,nan,590.38,1.74,0x0025
72.931930,67134257271,nan,nan,0.0040,nan,nan,nan,597.57,1.74,0x0025
73.431800,67134756356,nan,nan,0.0042,nan,nan,nan,604.65,1.72,0x0025
73.938459,67135256049,nan,nan,0.0038,nan,nan,nan,611.83,1.73,0x0025
74.431062,67135754907,nan,nan,0.0040,nan,nan,nan,619.23,1.74,0x0025
74.931136,67136259526,nan,nan,0.0039,nan,nan,nan,626.20,1.74,0x0025
75.437807,67136754619,nan,nan,0.0038,nan,nan,nan,633.71,1.73,0x0025
75.931113,67137252317,nan,nan,0.0033,nan,nan,nan,640.99,1.73,0x0025
76.429847,67137759368,nan,nan,0.0037,nan,nan,nan,648.68,1.74,0x0025
76.936489,67138258521,nan,nan,0.0035,nan,nan,nan,655.10,1.75,0x0025
77.438465,67138758309,nan,nan,0.0033,nan,nan,nan,663.07,1.74,0x0025
77.932563,67139256525,nan,nan,0.0031,nan,nan,nan,670.20,1.73,0x0025
78.430680,67139755210,nan,nan,0.0031,nan,nan,nan,677.96,1.74,0x0025
78.936921,67140256530,nan,nan,0.0030,nan,nan,nan,685.84,1.75,0x0025
79.439373,67140761699,nan,nan,0.0030,nan,nan,nan,693.35,1.75,0x0025
79.936868,67141260752,nan,nan,0.0028,nan,nan,nan,701.40,1.74,0x0025
80.436754,67141754988,nan,nan,0.0029,nan,nan,nan,709.08,1.74,0x0025
80.929200,67142259766,nan,nan,0.0025,nan,nan,nan,716.92,1.75,0x0025
81.438284,67142759749,nan,nan,0.0026,nan,nan,nan,725.19,1.74,0x0025
81.936840,67143257436,nan,nan,0.0028,nan,nan,nan,733.30,1.75,0x0025
82.451195,67143760963,nan,nan,0.0027,nan,nan,nan,741.23,1.75,0x0025
82.930068,67144255030,nan,nan,0.0024,nan,nan,nan,749.70,1.74,0x0025
83.437125,67144759622,nan,nan,0.0022,nan,nan,nan,757.89,1.75,0x0025
83.938547,67145256658,nan,nan,0.0020,nan,nan,nan,766.11,1.75,0x0025
84.436192,67145758683,nan,nan,0.0023,nan,nan,nan,774.40,1.76,0x0025
84.929044,67146257316,nan,nan,0.0025,nan,nan,nan,783.00,1.75,0x0025
85.431426,67146758923,nan,nan,0.0028,nan,nan,nan,791.63,1.76,0x0025
85.930256,67147257065,nan,nan,0.0032,nan,nan,nan,799.96,1.76,0x0025
86.436536,67147757017,nan,nan,0.0032,nan,nan,nan,808.30,1.76,0x0025
86.938200,67148257876,nan,nan,0.0034,nan,nan,nan,817.10,1.75,0x0025
87.430067,67148759721,nan,nan,0.0035,nan,nan,nan,825.71,1.76,0x0025
87.937613,67149257155,nan,nan,0.0034,nan,nan,nan,834.43,1.76,0x0025
88.440148,67149757024,nan,nan,0.0033,nan,nan,nan,843.02,1.77,0x0025
88.937108,67150260908,nan,nan,0.0033,nan,nan,nan,851.82,1.77,0x0025
89.434714,67150757600,nan,nan,0.0034,nan,nan,nan,860.48,1.75,0x0025
89.930756,67151253977,nan,nan,0.0034,nan,nan,nan,869.30,1.76,0x0025
90.438116,67151761514,nan,nan,0.0030,nan,nan,nan,878.55,1.77,0x0025
90.932667,67152254342,nan,nan,0.0029,nan,nan,nan,887.35,1.78,0x0025
91.430100,67152759045,nan,nan,0.0028,nan,nan,nan,896.20,1.75,0x0025
91.930500,67153258689,nan,nan,0.0027,nan,nan,nan,905.28,1.76,0x0025
92.433144,67153759991,nan,nan,0.0025,nan,nan,nan,914.44,1.77,0x0025
92.938504,67154261479,nan,nan,0.0024,nan,nan,nan,923.62,1.78,0x0025
93.432538,67154758197,nan,nan,0.0022,nan,nan,nan,932.69,1.76,0x0025
93.937798,67155259379,nan,nan,0.0024,nan,nan,nan,942.12,1.78,0x0025
94.436783,67155757841,nan,nan,0.0024,nan,nan,nan,951.21,1.79,0x0025
94.938869,67156260960,nan,nan,0.0021,nan,nan,nan,960.90,1.79,0x0025
95.439399,67156757838,nan,nan,0.0020,nan,nan,nan,970.18,1.81,0x0025
95.937501,67157257324,nan,nan,0.0018,nan,nan,nan,979.18,1.83,0x0025
96.439454,67157757658,nan,nan,0.0016,nan,nan,nan,988.37,1.85,0x0025
96.930439,67158256439,nan,nan,0.0013,nan,nan,nan,997.79,1.87,0x0025
97.438377,67158757241,nan,nan,0.0013,nan,nan,nan,1006.82,1.86,0x0025
97.937485,67159255355,nan,nan,0.0018,nan,nan,nan,1015.64,1.87,0x0025
98.436937,67159757294,nan,nan,0.0019,nan,nan,nan,1024.88,1.88,0x0025
98.938866,67160256479,nan,nan,0.0019,nan,nan,nan,1034.02,1.85,0x0025
99.437098,67160759214,nan,nan,0.0016,nan,nan,nan,1042.99,1.83,0x0025
99.930257,67161256179,nan,nan,0.0017,nan,nan,nan,1052.80,1.82,0x0025
100.438911,67161760135,nan,nan,0.0019,nan,nan,nan,1062.23,1.77,0x0025
100.932377,67162259345,nan,nan,0.0017,nan,nan,nan,1071.82,1.77,0x0025
101.437575,67162758611,nan,nan,0.0020,nan,nan,nan,1080.57,1.76,0x0025
101.930007,67163257638,nan,nan,0.0020,nan,nan,nan,1089.06,1.77,0x0025
102.437511,67163758944,nan,nan,0.0022,nan,nan,nan,1097.28,1.76,0x0025
102.938936,67164260457,nan,nan,0.0024,nan,nan,nan,1105.04,1.77,0x0025
103.438913,67164761497,nan,nan,0.0023,nan,nan,nan,1112.38,1.78,0x0025
103.938623,67165259320,nan,nan,0.0018,nan,nan,nan,1119.88,1.79,0x0025
104.431200,67165756007,nan,nan,0.0018,nan,nan,nan,1127.06,1.76,0x0025
104.931125,67166256509,nan,nan,0.0015,nan,nan,nan,1134.99,1.76,0x0025
105.437197,67166758186,nan,nan,0.0015,nan,nan,nan,1142.82,1.75,0x0025
105.930963,67167259405,nan,nan,0.0012,nan,nan,nan,1150.72,1.73,0x0025
106.438485,67167756336,nan,nan,0.0012,nan,nan,nan,1159.25,1.69,0x0025
106.931968,67168256243,nan,nan,0.0014,nan,nan,nan,1168.26,1.68,0x0025
107.440464,67168762049,nan,nan,0.0011,nan,nan,nan,1177.76,1.67,0x0025
107.931750,67169249076,nan,nan,0.0012,nan,nan,nan,1186.20,1.65,0x0025
108.431340,67169759934,nan,nan,0.0010,nan,nan,nan,1195.47,1.62,0x0025
108.932022,67170252475,nan,nan,0.0008,nan,nan,nan,1204.98,1.62,0x0025
109.433593,67170756261,nan,nan,0.0008,nan,nan,nan,1214.15,1.62,0x0025
109.939123,67171258819,nan,nan,0.0009,nan,nan,nan,1222.93,1.62,0x0025
110.437500,67171758534,nan,nan,0.0010,nan,nan,nan,1231.21,1.60,0x0025
110.937762,67172255773,nan,nan,0.0009,nan,nan,nan,1239.32,1.61,0x0025
111.430493,67172756076,nan,nan,0.0010,nan,nan,nan,1246.62,1.62,0x0025
111.938333,67173260205,nan,nan,0.0019,nan,nan,nan,1253.12,1.62,0x0025
112.438859,67173757459,nan,nan,0.0018,nan,nan,nan,1258.98,1.63,0x0025
112.938431,67174255758,nan,nan,0.0015,nan,nan,nan,1264.64,1.65,0x0025
113.433567,67174752996,nan,nan,0.0016,nan,nan,nan,1268.94,1.66,0x0025
113.936833,67175258133,nan,nan,0.0021,nan,nan,nan,1273.44,1.68,0x0025
114.432142,67175757122,nan,nan,0.0015,nan,nan,nan,1276.34,1.68,0x0025
114.937920,67176257522,nan,nan,0.0016,nan,nan,nan,1279.46,1.69,0x0025
115.438114,67176759864,nan,nan,0.0020,nan,nan,nan,1282.47,1.71,0x0025
115.938552,67177255867,nan,nan,0.0021,nan,nan,nan,1285.17,1.73,0x0025
116.438287,67177759646,nan,nan,0.0017,nan,nan,nan,1286.57,1.72,0x0025
116.932243,67178256274,nan,nan,0.0017,nan,nan,nan,1288.82,1.72,0x0025
117.437294,67178757860,nan,nan,0.0024,nan,nan,nan,1291.51,1.74,0x0025
117.937446,67179253486,nan,nan,0.0022,nan,nan,nan,1293.86,1.74,0x0025
118.438422,67179755129,nan,nan,0.0024,nan,nan,nan,1257.87,1.73,0x0025
118.928777,67180253202,nan,nan,0.0025,nan,nan,nan,1260.54,1.73,0x0025
119.437239,67180756070,nan,nan,0.0025,nan,nan,nan,1263.94,1.74,0x0025
119.939525,67181252860,nan,nan,0.0023,nan,nan,nan,1267.19,1.75,0x0025
120.438263,67181759157,nan,nan,0.0021,nan,nan,nan,1270.74,1.73,0x0025
120.931784,67182258561,nan,nan,0.0021,nan,nan,nan,1274.71,1.73,0x0025
121.439033,67182759773,nan,nan,0.0020,nan,nan,nan,1279.85,1.74,0x0025
121.938647,67183258538,nan,nan,0.0021,nan,nan,nan,1246.46,1.74,0x0025
122.430405,67183753150,nan,nan,0.0020,nan,nan,nan,1250.89,1.72,0x0025
122.932716,67184259408,nan,nan,0.0020,nan,nan,nan,1256.56,1.72,0x0025
123.438561,67184758495,nan,nan,0.0020,nan,nan,nan,1262.38,1.73,0x0025
123.930446,67185257407,nan,nan,0.0022,nan,nan,nan,1268.83,1.73,0x0025
124.438443,67185758279,nan,nan,0.0024,nan,nan,nan,1274.99,1.71,0x0025
124.931107,67186256513,nan,nan,0.0028,nan,nan,nan,1281.92,1.72,0x0025
125.437416,67186756762,nan,nan,0.0027,nan,nan,nan,1289.45,1.73,0x0025
125.937148,67187258587,nan,nan,0.0025,nan,nan,nan,1258.77,1.73,0x0025
126.438873,67187757655,nan,nan,0.0032,nan,nan,nan,1266.23,1.72,0x0025
126.931843,67188254107,nan,nan,0.0033,nan,nan,nan,1273.50,1.72,0x0025
127.438384,67188755786,nan,nan,0.0033,nan,nan,nan,1280.80,1.71,0x0025
127.931250,67189255725,nan,nan,0.0034,nan,nan,nan,1289.17,1.73,0x0025
128.432170,67189755656,nan,nan,0.0031,nan,nan,nan,1297.33,1.71,0x0025
128.938345,67190255076,nan,nan,0.0028,nan,nan,nan,1305.39,1.72,0x0025
129.431398,67190760609,nan,nan,0.0025,nan,nan,nan,1313.51,1.72,0x0025
129.936843,67191257962,nan,nan,0.0026,nan,nan,nan,1284.48,1.72,0x0025
130.434656,67191755577,nan,nan,0.0026,nan,nan,nan,1292.66,1.70,0x0025
130.938161,67192258388,nan,nan,0.0025,nan,nan,nan,1301.11,1.71,0x0025
131.430626,67192756624,nan,nan,0.0037,nan,nan,nan,1309.68,1.71,0x0025
131.937749,67193259754,nan,nan,0.0032,nan,nan,nan,1317.89,1.71,0x0025
