t_wall_s,cpu_silver_max_C,cpu_gold_max_C,gpu_max_C,ddr_max_C,modem_max_C,dcvs_max_C,hal_cpu_C,hal_skin_C,hal_usb_C,hal_pa_C,thermal_status,battery_C,battery_level_pct,battery_voltage_mV,battery_status,throttle_ratio_gold,throttle_ratio_silver,cpu0_cur_khz,cpu0_scmax_khz,cpu0_hwmax_khz,cpu1_cur_khz,cpu1_scmax_khz,cpu1_hwmax_khz,cpu2_cur_khz,cpu2_scmax_khz,cpu2_hwmax_khz,cpu3_cur_khz,cpu3_scmax_khz,cpu3_hwmax_khz,cpu4_cur_khz,cpu4_scmax_khz,cpu4_hwmax_khz,cpu5_cur_khz,cpu5_scmax_khz,cpu5_hwmax_khz,cpu6_cur_khz,cpu6_scmax_khz,cpu6_hwmax_khz,cpu7_cur_khz,cpu7_scmax_khz,cpu7_hwmax_khz
1777822218.539,80.10,85.00,57.80,61.10,58.90,75.00,53.90,37.10,35.90,39.50,0,34.9,100,4131,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822219.539,80.40,84.70,57.80,60.80,58.50,75.00,55.00,37.60,36.00,40.50,0,34.9,100,4131,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822220.539,80.10,84.70,58.10,60.80,58.50,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822221.539,80.10,85.00,58.10,60.80,58.50,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822222.539,80.80,84.40,57.80,60.80,58.90,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822223.539,80.40,84.10,57.80,60.80,58.90,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822224.539,81.10,84.70,58.10,61.10,59.20,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822225.539,80.80,84.70,58.40,61.50,59.80,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822226.539,66.30,68.00,57.10,58.20,57.50,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822227.539,65.00,66.60,55.50,56.20,55.60,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822228.539,62.40,64.30,54.50,54.90,54.60,75.00,55.00,37.60,36.00,40.50,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822229.539,61.70,62.70,53.20,53.90,53.60,75.00,51.00,37.30,36.00,41.20,0,35.0,100,4151,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
1777822230.539,60.10,65.30,52.80,53.00,53.00,75.00,51.00,37.30,36.00,41.20,0,35.0,100,4220,5,0.9452,1.0000,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,1766400,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200,2649600,2649600,2803200
