t_wall_s,t_boot_us,vel_ratio,pos_horiz_ratio,pos_vert_ratio,mag_ratio,hagl_ratio,tas_ratio,pos_horiz_accuracy_m,pos_vert_accuracy_m,flags
28.178849,35258165729,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
28.677586,35258663691,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
29.177707,35259163361,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
29.679549,35259664557,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
30.178952,35260166502,nan,nan,0.0011,nan,nan,nan,0.02,0.50,0x00A5
30.677008,35260662778,nan,nan,0.0009,nan,nan,nan,0.02,0.51,0x00A5
31.179000,35261165103,nan,nan,0.0009,nan,nan,nan,0.01,0.51,0x00A5
31.679594,35261662917,nan,nan,0.0009,nan,nan,nan,0.02,0.51,0x00A5
32.178267,35262163792,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
32.678148,35262663240,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
33.179256,35263163851,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
33.677653,35263663709,nan,nan,0.0007,nan,nan,nan,0.02,0.51,0x00A5
34.179170,35264166187,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
34.678359,35264664954,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
35.178447,35265158463,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
35.677800,35265665637,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
36.177255,35266163994,nan,nan,0.0006,nan,nan,nan,0.02,0.51,0x00A5
36.680743,35266664963,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
37.178438,35267165572,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
37.678093,35267666222,nan,nan,0.0006,nan,nan,nan,0.01,0.51,0x00A5
38.178460,35268165473,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
38.679093,35268664413,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
39.176376,35269163155,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
39.678657,35269664193,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
40.177665,35270163459,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
40.678010,35270664196,nan,nan,0.0010,nan,nan,nan,0.01,0.50,0x00A5
41.181909,35271164080,nan,nan,0.0010,nan,nan,nan,0.02,0.51,0x00A5
41.680627,35271666510,nan,nan,0.0009,nan,nan,nan,0.01,0.50,0x00A5
42.180776,35272166739,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
42.678535,35272664322,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
43.178183,35273163390,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
43.678690,35273666265,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
44.178476,35274163146,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
44.680652,35274659826,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
45.177931,35275157511,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
45.678437,35275663545,nan,nan,0.0002,nan,nan,nan,0.02,0.51,0x00A5
46.179884,35276164825,nan,nan,0.0003,nan,nan,nan,0.01,0.51,0x00A5
46.677914,35276666738,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
47.178072,35277161473,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
47.681552,35277664860,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
48.180039,35278165506,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
48.678623,35278663636,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
49.178836,35279162712,nan,nan,0.0008,nan,nan,nan,0.02,0.51,0x00A5
49.678131,35279663300,nan,nan,0.0008,nan,nan,nan,0.02,0.50,0x00A5
50.178305,35280165633,nan,nan,0.0008,nan,nan,nan,0.02,0.50,0x00A5
50.679723,35280664879,nan,nan,0.0006,nan,nan,nan,0.02,0.50,0x00A5
51.178019,35281165400,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
51.677519,35281663399,nan,nan,0.0001,nan,nan,nan,0.01,0.50,0x00A5
52.179407,35282162713,nan,nan,0.0003,nan,nan,nan,0.02,0.50,0x00A5
52.678361,35282665500,nan,nan,0.0002,nan,nan,nan,0.02,0.50,0x00A5
53.180215,35283162295,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
53.678708,35283667084,nan,nan,0.0005,nan,nan,nan,0.01,0.50,0x00A5
54.180776,35284166297,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
54.680293,35284666166,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
55.177958,35285163160,nan,nan,0.0001,nan,nan,nan,0.02,0.50,0x00A5
55.682209,35285659575,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
56.179962,35286164259,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
56.679479,35286661838,nan,nan,0.0009,nan,nan,nan,0.01,0.50,0x00A5
57.179696,35287163534,nan,nan,0.0008,nan,nan,nan,0.02,0.50,0x00A5
57.682216,35287665680,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
58.179201,35288164117,nan,nan,0.0006,nan,nan,nan,0.01,0.50,0x00A5
58.680506,35288662433,nan,nan,0.0004,nan,nan,nan,0.02,0.51,0x00A5
59.179992,35289165186,nan,nan,0.0004,nan,nan,nan,0.02,0.50,0x00A5
59.680228,35289665883,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
60.179832,35290162888,nan,nan,0.0005,nan,nan,nan,0.02,0.50,0x00A5
60.684436,35290660945,nan,nan,0.0003,nan,nan,nan,0.02,0.51,0x00A5
61.179404,35291165960,nan,nan,0.0002,nan,nan,nan,0.01,0.50,0x00A5
61.679837,35291665555,nan,nan,0.0001,nan,nan,nan,0.02,0.51,0x00A5
62.179931,35292161946,nan,nan,0.0004,nan,nan,nan,0.01,0.50,0x00A5
62.681618,35292665566,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
63.181921,35293164822,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
63.679671,35293666826,nan,nan,0.0005,nan,nan,nan,0.02,0.51,0x00A5
64.162412,35294163168,nan,nan,0.0003,nan,nan,nan,0.01,0.50,0x00A5
64.680475,35294665469,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
65.181879,35295160774,nan,nan,0.0007,nan,nan,nan,0.01,0.50,0x00A5
65.682581,35295663586,nan,nan,0.0007,nan,nan,nan,0.02,0.50,0x00A5
66.180296,35296163776,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
66.682148,35296663185,nan,nan,0.0008,nan,nan,nan,0.02,0.50,0x00A5
67.179455,35297164536,nan,nan,0.0008,nan,nan,nan,0.01,0.50,0x00A5
